Unnamed: 0,post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details,zipcode
177,4600607308,20140803,2014,hayes valley,san francisco,san francisco,4750,2,2,1000,0,1444,37.774085,-122.422407,2BR/2B Luxury Condo w/ Parking,"Bright, modern (new construction) doorman condo in Hayes Valley for rent available starting 8/15/14.- 97 Walk Score- 100 Transit Score- Immediate access to all Muni lines, Fwy, Silicon Valley shuttles- Steps from SF Jazz Center, Blue Bottle Coffee, Zuni Cafe, and numerous Hayes Valley restaurants/shops- Designated parking spot in building- Attended lobby with doorman to receive packages- Rooftop deck w/ BBQ- Onsite private gym- All modern/carefully maintained appliances including Liebherr refrigerator, Bosch Washer/Dryer - Bay windows in all rooms- Hardwood floors- California closets installed in both bedrooms- Bike racks available- No smoking/petsViewing by appointment only - please email.","2BR / 2Ba 1000ft2 apartment  date=""2014-08-15"" today_msg=""available now"">available aug 15<br/>w/d in unit attached garage<br/>no smoking</p>",94102
178,5349930430,20151218,2015,hayes valley,san francisco,san francisco,4990,2,1,,0,2485,37.778653,-122.424092,,"DO NOT MISS IT !!!!Available Now!Rare opportunity to enjoy luxury living in a beautiful townhome, with no one above you or below you. The two rows of townhouses separated by a cobblestone alley give it that European feel, providing a nice retreat from the fast paced city life.On the first floor are an entry foyer and a bedroom, which could be used as a den. The bedroom/den opens up to a private fenced in garden. Also on the first floor is the garage with interior access to the home.The second floor is where the master bedroom suite is located with a window seat, walk in closet and bathroom. The bathroom easily divides to create a powder room for guests.To the third floor now where the living room with a dining area and a galley style kitchen. The kitchen has multiple skylights and floor-to-ceiling windows. It is a well designed kitchen equipped with gas cook top, refrigerator, oven and dishwasher with excellent storage including compartments for appliances.Landlord pays water and Tenant pays all other utilities.Pets may be considered with Landlord approval.No smoking.Walk score -- 95 out of 100, Walkers paradise. See the following link for more information:http://www.walkscore.com/get-score.php?street=445+Fulton+Street%2C+San+Francisco%2C+CA+94102&go;=GoSome highlights of what's close by:SF Opera House, Davis Symphony Hall, S.F. Jazz, The Asian Art Museum, many boutique shops and fine restaurants.Grove Street Market - .07 miSafeway - .51 miBlue Bottle Coffee - .14 miPeets Coffee and Tea - .26 miOpera Plaza Cinema - .28AMC Theatres Van Ness - .51 miWalgreens - .16 miMuni Van Ness Station, light rail - .33 miMuni bus lines -- 21 Hayes, 5 Fulton, 16x Noriega Xpress & 47 Van Ness all close by.Rent: $4,990.00Security Deposit : $7,485.00Application fee : $45.00This won't last long.For more information or to schedule a time to view this property, contact:Eugenia ""Genie"" Mantzoros, Realtor and Luxury Leasing Agentiletşm bil gösterGenie at azaripm dot comCalBRE #00805386LEARN ABOUT US:https://www.youtube.com/watch?v=PXdZVWn0EHE#1 PROPERTY MANAGEMENT FRANCHISE:https://www.youtube.com/watch?v=oPpXZCOvbFIAzari Property Management is a licensed Real Estate Brokerage. Our company does: full credit report, employment verification and prior rental reference check. Please review our other available listings at: http://www.azaripm.comPlease note that though the information contained herein is deemed to be from reliable sources, prospective tenants should always do their own physical inspection of the property prior to entering into any agreements for lease or rent.DO NOT MISS IT !!! BE THERE !","2BR / 1.5Ba  date=""2015-10-15"" today_msg=""şimdi kul."">kullanılblr eki 15</p>",94102
179,5985908394,20170202,2017,hayes valley,san francisco,san francisco,3000,1,1,,0,2758,37.774388,-122.427546,Newly Remodeled Apartment Centrally Located in Hayes Valley,"Fabulous 1 bed 1 bath located in 7 unit multi-family building close to Hayes Valley boutiques, restaurants, cafes and transit services to the Financial District.Features:~  Hardwood floors (hardwood is being installed in bedroom shortly)~  Gourmet granite kitchen with stainless steel appliances (Dishwasher, glass top electric range, disposal and refrigerator~  Breakfast room~  Upscale bathroom with shower over tub~  Spacious living room~  Large bedroom with wall of closets~  Owner pays garbage and tenant(s) pay all other utilities~  No pets and 1 year lease required~  Available early to mid January 2017 for occupancy~  Laundry is less than a block away from this building and street parking can be done~  More photos coming soonContactCraig Berendt연락처 정보 표시Managing Brokerwww.berendtproperties.comBRE # 01463519Leasing.Management.Relocation","1BR / 1Ba data-date=""2017-02-05"" data-today_msg=""지금 가능"">가능 2월 5</p>",94102
180,4705230926,20141012,2014,hayes valley,san francisco,san francisco,8750,4,2,,0,1680,37.77604,-122.429752,Updated 4 bedroom and 2 bath Plus Bonus Room/Bath,"This large apartment is coming available the week of October 13th.The main apartment has 4 bedrooms, living room, newly remodeled kitchen, and two newly remodeled bathrooms.  There is also a bonus room with new bathroom.  Parking for 1 or 2 cars.Full posting and pictures will be available on Monday October 13.  If you have any questions, please contact David.David AlexanderGaetani Real Estate, Incshow contact infoshow contact infophoneshow contact infofaxDRE License #: 01906535","4BR / 3Ba apartment  date=""2014-10-13"" today_msg=""available now"">available oct 13<br/>w/d in unit attached garage</p>",94117
181,5367905256,20151225,2015,hayes valley,san francisco,san francisco,2895,,,515,0,2514,37.773875,-122.424057,,"Hayes Valley is one of San Francisco's most eclectic neighborhoods with some of the city's best boutique shopping, fine dining, cultural venues. It's close to tech shuttles and public transit and brimming with world-class culture. Are you apartment hunting? Tell us when you're moving, your desired rent and we got it from here. Don't Miss Out → http://frontdoorapp.com/apartment-hunting-san-francisco","0BR / 1Ba 515ft2  date=""2016-01-10"" today_msg=""şimdi kul."">kullanılblr oca 10</p>",94102
182,5962481414,20170126,2017,hayes valley,san francisco,san francisco,3499,1,,700,0,2620,37.787503,-122.43717,"Open house SUN!Brand New Remodeled! Best neighborhood! Spacious, Sunny","Excellent one bedroom unit for rent in the heart of Hayes Valley!!Please email to set up a showingor attend theOPEN HOUSE:Sunday, 1/29 at 11amThe apartment has just newly been remodeled.Beautiful hardwood floors14 foot ceilingsgranite counters, dishwasher, garbage disposal, plenty of closet space.Deck in the backSeparate Laundry roomWater and garbage included in rent!!","1BR / 1Ba700ft2 data-date=""2017-02-01"" data-today_msg=""지금 가능"">가능 2월 1</p>",94115
183,4797161263,20141209,2014,hayes valley,san francisco,san francisco,3200,2,1,1090,0,413,37.774478,-122.441815,GORGEOUS AND BEAUTIFUL 2BD/1BATH APT,"This is a charming, comfortable, furnished 2BR/1BA flat located in NOPA. The property features beautiful hardwood floors all throughout. The 2nd bedroom can also function as a living room/or a private receiving area and features a high end leather full size sofa bed. The newly renovated kitchen features new stainless steel appliances and open floor plan to the sitting/den area with flat screen TV. The deck is off of the sitting/den room that extends the living space further for your relaxing pleasure on those sunny SF days. Utilities, Cable,high-speed internet and bi-monthly maid servic...e included. This property is conveniently located with a high walk score to great SF restaurants (NOPA, Bar Crudo, Napolito, Herbivore to name a few), excellent transit access (Muni line 21) and a biker's paradise.","2BR / 1Ba 1090ft2 furnished apartment  date=""2014-12-09"" today_msg=""available now"">available dec 09<br/>w/d in unit attached garage<br/>wheelchair accessible<br/>cats are OK - purrr dogs are OK - wooof</p>",94117
184,4946063366,20150323,2015,hayes valley,san francisco,san francisco,3995,1,1,,0,1957,37.770748,-122.424853,"Hayes Valley 1br/1ba hardwood flrs, new kitchen ~ J.Wavro","No Fee BrokersSan Francisco - Hayes Valley - Apartment for rentHayes Valley 1br/1ba hardwood flrs, new kitchen Link to mobile layout:   http://www.jwavro.com/rental_details.php?id=3309222-0Summary:Rent: $3995Bed / Bath: 1 / 1Type: ApartmentTerm: 1 YearPlease contact:Keith Rodriguez   |    show contact info   |      show contact info    |   www.jwavro.comDescription:This is a 1 bedroom, 1 bath top floor, corner unit in Hayes Valley. Blcoks from Hayes St shops and restaurants. Also a 5 minute walk to the Mission district. Great central location and close to several Muni lines for easy access to downtown and other parts of the city.Unit includes:~ newly refinished hardwood floors throughout~ New kitchen with stainless steel appliances, gas stove and dishwasher and cherrywood cabinets~ Top floor unit in an elevator building~ Double pane windows~views of downtownNo smoking and no pets. Parking available.Having trouble finding an apartment? Ask me about our one day and full relocation services. We make all your appointments and drive you to see apartments all over town. Great for people from out of town and it will give you a leg up on the competition.This is a non-smoking unit.Details:Floors: Kitchen: RemodeledLaundry: In UnitOutside area: NoneParking: YesParking Fee: $0Pets:  No View: CityLocation:Laguna Street & Market, San Francisco, California J.Wavro is a No Fee Broker Find all J.Wavro listings on Craigslist:List View   -   http://sfbay.craigslist.org/search/hhh?zoomToPosting=&query;=01810008Map View -    http://sfbay.craigslist.org/search/apa?useMap=1&zoomToPosting;=&query;=01810008Meet the J.Wavro Team:http://www.jwavro.com/us.phpPlease contact:Keith Rodriguez   |    show contact info   |     show contact info    |   www.jwavro.comPreview more properties at www.jwavro.comContent and Images ©  2014 J.Wavro   |   BRE # 01810008   |   cl388929209812-0","1BR / 1Ba apartment  date=""2015-03-23"" today_msg=""available now"">available mar 23<br/>no smoking</p>",94103
185,4977682045,20150414,2015,hayes valley,san francisco,san francisco,5000,2,2,,0,2084,37.777602,-122.424809,Top Floor Flat in the heart of Hayes Valley!,"Amazing newly renovated top floor 2bed/2bath flat located in the heart of Hayes Valley. Stainless steel appliances, European-style cabinetry,  designer chrome fixtures & fittings and Hardwood flooring throughout. This beautiful unit also has its own private roof deck and fireplace.  Please email to set up a viewing!","2BR / 2Ba flat  date=""2015-04-20"" today_msg=""available now"">available apr 20<br/>w/d in unit street parking<br/>no smoking<br/>dogs are OK - wooof</p>",94102
186,5966303143,20170126,2017,hayes valley,san francisco,san francisco,3499,1,1,700,0,,37.775643,-122.425169,"OPEN HOUSE  SUN:Gorgeous, brand newly remodeled! Hottest neighborhood!","Stunning one bedroom, one bath apartment for rent!Address:444 Fell Street at OcativaThe apartment was just remodeled and has beautiful, high end finishes, lovely 14 foot ceilings, lots of storage space, sunny and bright, victorian charm.Beautiful hard wood floors throughout.Kitchen has ceramic floors, dishwasher, garbage disposal, all brand new appliances, pantry spaceSeparate laundry room in building.Best neightborhood ever!!! Lots of shopping, excellent restaurants, public transportion, excellent freeway access.Available now.Please email to set up a showing.or attend the open houseOpen house!!!Sunday, 1/29 at 11am!!","1BR / 1Ba700ft2 data-date=""2017-02-01"" data-today_msg=""지금 가능"">가능 2월 1</p>",94102
187,4946043146,20150323,2015,hayes valley,san francisco,san francisco,2895,1,1,,0,1956,37.772789,-122.425076,"Sunny 1 bedrm/1bath w: hrdwd flrs, Ready for Move-In","173 Haight Street #301 -- $2,895OPEN HOUSE: TUESDAY MARCH 24TH, 6:30PM-7:30PMWEDNESDAY  MARCH 25TH, 5PM-6PMSunny, Lower Haight one bedroom with hardwood floors and remodeled kitchen and bathroom.  The kitchen has granite counter tops, electric stove, and dishwasher.  It has lots of pantry space with glass front cabinets. The very spacious living room has large windows to allow great sunlight and a view of the city. The carpeted one bedroom is a great size with a large closet.  Two additional closets throughout the unit allow for plenty of storage space. There are laundry facilities in the building and a manager on site.  Great central location with easy access to transportation, shopping, lots of great restaurants and the highway on-ramp.  Walking distance to the Castro and the Safeway shopping center at Church and Market. Water and garbage included. Tenant is responsible for their own PG&E; account.  Security Deposit is $4,342.50. Cat OK, No Dogs. Call our Bernstein Realty agent or office with questions: Mike   show contact infoOffice  show contact infoOPEN HOUSE: TUESDAY MARCH 24TH, 6:30PM-7:30PMWEDNESDAY  MARCH 25TH, 5PM-6PMAVAILABLE FOR MOVE-IN","1BR / 1Ba apartment  date=""2015-03-24"" today_msg=""available now"">available mar 24<br/>laundry in bldg<br/>no smoking<br/>cats are OK - purrr</p>",94102
188,4904968005,20150323,2015,hayes valley,san francisco,san francisco,4495,2,1,,0,1958,37.78313,-122.422467,Views on the Hills - 2BR - Cathedral Hill / Fillmore / Japantown,"Contact Cameron at  show contact infoViews on the Hill! 2BR - Cathedral Hill / Fillmore / Japantown$4495 | 950 Franklin StreetAT-A-GLANCEBedrooms: 2BRBathrooms: 2BAParking: GarageLease Duration: 1 YearPet Policy: Dogs and Cats Under 40 Lbs. - Non-Agressive Breeds OKLaundry: In-UnitDESCRIPTIONRentSFNow is one of the largest leasing agencies in the San Franciscometropolitan area -- with the largest collection of apartment buildings intown -- and we're still growing. Our apartment buildings are in the mostdesired and best neighborhoods that the city has to offer, woven intothe fabric of the city. While the exteriors of our communities reflect theclassic ambiance of San Francisco, our interiors are modern and up-todate,with state-of-the-art kitchens, airy and light floorplans, and (inmost cases) in-unit washer/dryers. Many of our locations provideZipcars for your convenience, as well as laundry service lockers, and onsiteresident managers.APARTMENT AMENITIESLiving RoomDining RoomWalk-In ClosetRange / OvenRefrigeratorDishwasherStainless Steel AppliancesCable-ReadyFabulous Views!COMMUNITYElevatorControlled AccessNear Public TransitGarageLEASE TERMS12 Month Lease TermsADDITIONAL RESOURCESTo see other available apartments visit www.rentsfnow.comContact Cameron at  show contact info","2BR / 2Ba apartment  date=""2016-02-23"" today_msg=""available now"">available feb 23<br/>w/d in unit attached garage<br/>cats are OK - purrr dogs are OK - wooof</p>",94109
189,4968421540,20150414,2015,hayes valley,san francisco,san francisco,4495,2,1,,0,2083,37.771376,-122.425032,Deco Dream Restored. Rent Control. St. Car Named Desire. $0 Deposit,16 Laguna at Market #301 D E C O    D R E A M I N G. New + improved version of a grand old 1920's property. Gourmet windowed kitchen remodel not confidential. Spa-inspired bath. Rent control with nominal annual rent increases. History & modernity in holy matrimony. Give the large expensive SUPER-size me rentals a run for their money. Parking is $350 per month High transit + walk scores $0 Deposit for move-ins by 3/30/2015 Doggie to 40# weight limit and $75 per month pet rent with $500 pet deposit. RentSFNowshow contact info,"2BR / 1Ba apartment  date=""2015-04-15"" today_msg=""available now"">available apr 15<br/>w/d in unit attached garage<br/>no smoking</p>",94102
190,4865893511,20150127,2015,ingleside,san francisco,san francisco,2595,1,,,0,840,37.717232,-122.475071,SPECIAL REDUCED PRICE! CALL TODAY!,"Don't miss this large 1x1 high rise apartment! Call  show contact infoto schedule a tour today.This 790 square foot home features a huge open floor plan with a galley kitchen and an extra big bedroom with walk in closet. Pets are welcome here!You will also love the great amenities our community has to offer such as: fitness center in the building. laundry facilities, carport or garage parking available, on site shopping center, and more!Please contact Rieana to see your new home! Phone:  show contact infoEmail:  show contact info*pricing is subject to change and expires after 24 hours","1BR / 1Ba apartment  date=""2015-01-27"" today_msg=""available now"">available jan 27<br/>cats are OK - purrr dogs are OK - wooof</p>",94132
191,5171309012,20150813,2015,ingleside,san francisco,san francisco,3200,1,,800,0,1717,37.7211,-122.4754,"Spacious High Rise Flat, Muni/BART Access, Pets Welcome","Your new home awaits you! Spacious one bedroom high rise flat in a community with so much to offer!This home has an extra roomy living room and bedroom. Large walk in closet with built in dresser. Gas and heat included! Easy access to BART, Muni M, 28, 29, 17. Minutes from Trader Joe's, Safeway, Stonestown Galleria and Westlake Shopping Center. This home is available for immediate move in. Your new home has: Fitness centers Business centers Clubhouse with pool table Zipcar locations on site Strip mall with grocery store Brand new Dog Park Card operated laundry rooms Pets welcome (breed restrictions do apply). Carport and garage parking available for an additional fee.Contact  show contact infoto set up an appointment to view this lovely, spacious high rise tower. PM345VDLCR Offer not valid for current residents and is subject to availability*Price subject to credit approval Prices valid for 24 hours only","1BR / 1Ba 800ft2  date=""2015-08-13"" today_msg=""available now"">available aug 13</p>",94132
192,4763310953,20141209,2014,ingleside,san francisco,san francisco,4200,3,2,1500,0,1743,37.743052,-122.475644,Modern Condo on 19th and Taraval 3 bd/2baths,"Luxury spacious condo conveniently located on 19th Ave and Taraval St. in Sunset district. This modern 3 bedroom, 2 bath condo offers a great blend of San Francisco metropolitan city charm and residential lifestyle. With an opened floor plan, this unit will provide a comfortable and spacious living.This condo is walking distance to a variety of shops, restaurants, and parks. Tech shuttle bus stop within a block. It is located steps away from main lines of public transportation (Muni L-Line, 28 Bus, etc.).- 20 minutes to SF Downtown- 20 minutes to SFSU- 20 minutes to Golden Gate Park- 5 minutes to West Portal*Over-sized master suite with Jacuzzi bathtub*Gourmet kitchen with Stainless steel appliances*Granite counter tops*Large living space and a formal dining room*Subtle hard wood floor finishing*Plenty of closet space*Ample light from dual pane windows from floor to ceiling*Central Heating throughout*View of Sunset District on Common deck**NO SMOKING**Includes Water and Garbage**Includes One Designated Garage Parking**Washer/Dryer HookupsApplication Fee: $30 Deposit: $6,000","3BR / 2Ba 1500ft2 apartment  date=""2015-11-15"" today_msg=""available now"">available nov 15<br/>w/d hookups attached garage<br/>no smoking</p>",94116
193,4788524085,20141216,2014,ingleside,san francisco,san francisco,2595,,,,0,147,37.7712,-122.4413,Hayes St. Easy Student Commute,"        affordable townhome, easy commute for a student or anyone around SF. Contact for more info/photos    ","0BR apartment  date=""2014-12-03"" today_msg=""available now"">available dec 03</p>",94117
194,4807725730,20141216,2014,ingleside,san francisco,san francisco,3250,2,1,900,0,1260,37.720112,-122.468057,Charming house (Ingleside/Merced Heights),"Very Bright, charming 2 bedroom and 1 Bath, 2 car garage- Single family house with a large back yard area situated on a very walkable neighborhood. It is  within 1 mile of Stones-town Galleria with shops, movie theater & restaurants; within 1/4 mile of SFSU and Trader JoesPublic transportation MUNI a few blocks to 19th Avenue; Bus lines are the #29 to CCSF; #M to Downtown, Financial District and the #28 to the Presidio.Open on Sundays from 2 to 4 pm: Bring credit reports & applications; Blank applications are available.No pets.","2BR / 1Ba 900ft2 house  date=""2015-02-15"" today_msg=""available now"">available feb 15<br/>w/d in unit attached garage<br/>no smoking</p>",94132
195,4935255045,20150316,2015,ingleside,san francisco,san francisco,3132,2,2,1065,0,1907,37.6875,-122.4388,Here's An Idea - Come check out this BR at La Terrazza,"CALL US TODAY! show contact infox181 LA TERRAZZA2 bedroom 2 bath   1065sqft   $3,132  DESCRIPTION:  Our inviting two bedroom two bathroom floor plan features bedrooms side by side double-sinks in the master bathroom and full size washer/dryer inside.  Conveniently located between San Francisco & San Mateo, near US-280, 380 & 101, minutes from San Francisco State University.  7800 El Camino Real  Colma, ca 94014  PROPERTY WEBSITE:  http://www.eqrworld.com/california/san-francisco-bay-apartments/colma/la-terrazza-apartments.aspx?ilsid=93","2BR / 2Ba 1065ft2 apartment  date=""2015-03-16"" today_msg=""available now"">available mar 16<br/>w/d in unit detached garage<br/>no smoking<br/>cats are OK - purrr dogs are OK - wooof</p>",Not in SF
196,5943197950,20170202,2017,ingleside,san francisco,san francisco,2100,2,1,550,0,2759,37.717918,-122.465342,2 Bed 1 Bath (Utilities Included),"2 Bedrooms, 1 Bathroom, 1 Living room, and 1 Kitchen (no oven). Newly remodeled. It is close to public transportation (17, 18, 28, 29, M, KT). 15 minute walk to SF State. 10 minute walk to the shops and restaurants of Ocean Ave. 30 minutes to downtown via public transportation.Check out our Walk Score here:https://www.walkscore.com/score/victoria-st-and-shields-st-san-francisco-ca-94132Cost to rent:$2100 First month's rent$2100 DepositUtilities included (Water, Power, Garbage, Wifi)No Pets.No Smoking.No Drugs.No Partying.","2BR / 1Ba550ft2 data-date=""2017-01-01"" data-today_msg=""지금 가능"">가능 1월 1</p>",94132
197,5054725036,20150616,2015,ingleside,san francisco,san francisco,3500,2,1,1100,0,2170,37.710256,-122.469116,Great living place 2 bed 2 bath for rent. close to bart&amp;school;,"Location: 3981 Alemany blvd, San Francisco CA 94132Bed/Bath: 2 bed/2 bathFloor: 1stSize: 1100 sqft Available: immediatelyFurnished !!12-month lease requiredTenants pay all utilities except water & garbageOne car (in garage) parking includedNo smokingyes petsFeatures:- 2 bedrooms, 2 bathrooms- flat screen TV included in living room- designer marble coffee table in the living room - in-unit washer and dryer- exclusive outdoor patio- nicely updated with a modern kitchen, granite counter tops, stainless steel appliances- kitchen includes microwave, fridge, and dishwasher- huge walk-in closet- enclosed one car parking- onsite access to Chase bank, Bally Total Fitness, Subway, Extreme Pizza, Walgreen, and more- 5 minute walk to BART or MUNI (M line & 28)- easy access to I-280 - near SFSU, CCSF, Stonestown Galleria, Westlake shopping center, etc.Costs:- Rent: $3500/month- Security deposit: $7,000 - Application fee: $35/applicant (credit and background check)Please provide at the time of contacting:- Reason for moving- Potential move-in date- How many people will be moving inThings to help speed up application:- Fully completed application (call or email for the form)- Copy of photo ID- Last 3 rental references- Final and/or income proof (Latest 3 pay stubs, W-2 forms, and/or employment letter, bank statements)","2BR / 2Ba 1100ft2  date=""2016-04-30"" today_msg=""available now"">available apr 30</p>",94132
198,5171356929,20150813,2015,ingleside,san francisco,san francisco,3000,2,1,,0,,37.72986,-122.456532,100% Brand New Unit 2 bed/1 bath,"100% Brand New Unit in Westwood Park/Excellent neighborhood Beautiful environment aroundTwo bed one bath unit with furnishing, big built in closet, see picture attachedALL NEW HARDWOOD FLOORING, BEAUTIFUL GARDEN TO ENJOY YOUR WEEKENDWe are international students next door, we only share the main entry way to the unitWe are looking for 2 international / foreign students to move in immediatelyLaundry provided in unitUtilities are INCLUDEDno smoking no petsUnit is vacant now and please reply by email for showing.","2BR / 1Ba  date=""2015-08-13"" today_msg=""available now"">available aug 13</p>",94112
199,4395719905,20140401,2014,ingleside,san francisco,san francisco,2990,3,2,,1,705,37.72237,-122.458185,"Open House Tues. 4/1 @ 7:15PM-Lrg Remod 3 Bed, 2 Ba Flat - W/D, Garage","Large and bright 3 bedroom, 2 bath flat in Ingleside. Close to everything - Shops, SF State, City College, Transportation, Easy Access to Freeways.Enjoy family life in your large living room with huge brick fireplace and hardwood floors throughout. Great afternoon sun shines in through the wall to wall windows facing west. Living room rolls right into the dining room, with the well equipped kitchen tying everything together. The eat-in kitchen features a gas stove, disposal, new flooring, plentiful cabinet space and a pass through window to the living area.Three good sized bedrooms line the hallway which creates great separation from the living area. First door in the hall gives you access to the garage with storage and washer/dryer. Next you will find a remodeled full bathroom with new tiles, new bathtub and shower door. The two standard bedrooms feature hardwood floors and plenty of closet space. The master bedroom has a large walk-through closet that leads into the remodeled bathroom with new vanity, new toilet, new tile and new stand up shower. The master bedroom also provides access to a rear deck that leads to the large rear yard.This is the perfect unit for families and roommates alike. Great neighborhood with easy access to transportation, shopping, schools and freeways. Live in the city without the hassles of city life.Call Brandon at Property Force: (415)539-3948Email btemple@property-force.com",3BR / 2Ba flat<br/>w/d in unit attached garage</p>,94112
200,4665211076,20140928,2014,ingleside,san francisco,san francisco,2484,2,1,1100,0,629,37.720147,-122.47903,2 BR Patkmerces Available on 10/1-11/28 (2484/mo),A spacious 2 bedroom unit in Parkmerced available!5 MINUTE WALK TO SFSUSERRANO AREAHigh-rise buildingHardwood floor2 tiled bathroomsHuge walk-in closet in master bedroomGym in LobbyWasher/Dryer in the basementAdditional $150 for a parking space just across the building!,"2BR / 2Ba 1100ft2 apartment  date=""2014-10-02"" today_msg=""available now"">available oct 02<br/>laundry in bldg attached garage<br/>wheelchair accessible<br/>dogs are OK - wooof</p>",94132
201,5066119689,20150609,2015,ingleside,san francisco,san francisco,2500,1,1,723,0,1717,37.7211,-122.4754,Apartment for rent,"1 bed/ 1 bath Pet-Friendly Apartment/Townhome available in Parkmerced for Rent Pictures Attached. The Room (unfurnished) comes with the following:- Recently updated Wooden Flooring.- Dishwasher - Courtyard View- semi private patio - Sunny kitchen with mid century finishes- Lots of large closets, including a walk in, linen closet and two big closets in the living room- Separate living and dining areas- Bedroom large enough for a king sized bed- Huge windows throughout with expansive viewsThe community residents enjoy:- Green spaces, manicured lawns and courtyard- Free fitness centers- Free business centers- Resident services- On-site maintenance- Courtesy patrol-7 days per week- On-site shopping center- Free business centersNeighborhood:- 5 minutes walk to Lake Merced - Quiet neighborhood with walking distance from bus-stop and 5 minutes walk to the 19th and Holloway intersection for Muni (M) line.- Right next to highway 280- Very close to West Portal, Westlake and Stonestown Shopping Malls- Right next to SFSU- 5 mins drive to Daly City Bart Station- Plenty of Parking on the the Street ** Email me if interested.","1BR / 1Ba 723ft2  date=""2015-06-10"" today_msg=""available now"">available jun 10</p>",94132
202,5317959751,20151127,2015,ingleside,san francisco,san francisco,1500,1,1,,0,2380,37.721624,-122.472322,,"Downstairs, large 1 bedroom with private bath unit. Separate entrance. Washer and dryer inside garage(share washer and dryer with upstairs unit), lots of storage in garage. Refrigerator and microwave only, no kitchen, no living room. Street parking. Few minutes walk to SFSU, Trade Joe's, McDonald's, Banks and restaurants and shopping mall. 2 blocks to M line to downtown. Close to freeway 280.Quiet neighborhood.Good for 1-2 people.No pets, no smoking1 year leaseCredit check requiredPlease call Shirley for showingiletşm bil göster","1BR / 1Ba  date=""2015-11-16"" today_msg=""şimdi kul."">kullanılblr kas 16</p>",94127
203,5313334324,20151127,2015,ingleside,san francisco,san francisco,2200,1,,,0,2381,37.721621,-122.457162,,"186 GRANADA AVENUE SAN FRANCISCO, CA 94112...Could be your new address! This is a must see unit. This spacious, sunny 1 BR apt, with a huge walk-in closet is located close to several MUNI lines with the closes being 1 block away. BART is within walking distance. Newly remodeled with new double insulated windows, carpet, paint, and linoleum. It includes a full size stove, large refrigerator, new washer and dryer, one car garage with a door opener. Ample storage space. Landlord pays for garbage collection only. Sorry, no pets. To be shown: (Sun) Nov 29th 4pm-5pm (Mon) Nov 30th 3pm-4pm (Wed) Dec 2nd 5pm-6pm (Thurs) Dec 3rd 5pm-6pm (Fri) Dec 4th 5pm-6pm (Sat) Dec 5th 1pm-2pm NO APPOINTMENT IS NECESSARY To move in will require one month's rent ($2,200.00), and a security deposit of ($3,300.00) for a total of ($5,500.00)","1BR / 1Ba  date=""2015-11-14"" today_msg=""şimdi kul."">kullanılblr kas 14</p>",94112
204,4988554511,20150421,2015,ingleside,san francisco,san francisco,4240,3,2,1241,0,,37.719441,-122.481215,Beautiful 3 Bed 2 Bath Townhome -Pet Friendly &amp; Priced to Rent TODAY!,Need more space in your home but want to stay in San Francisco? ,"3BR / 2Ba 1241ft2 townhouse  date=""2015-04-20"" today_msg=""available now"">available apr 20<br/>laundry on site<br/>cats are OK - purrr dogs are OK - wooof</p>",94132
205,4883101219,20150309,2015,ingleside,san francisco,san francisco,3495,2,1,845,0,,37.714897,-122.460718,"AZARI PM - Cute, Totally Remodeled 2 BR/1 BA Home","AZARI PM - Cute, Totally Remodeled 2 BR/1 BA Home w/Pkg & Yardm --OPEN HOUSE--Property Address246 Lobos Street | San Francisco, CA 94112  Available: NowOffered By  Azari Property ManagementDescription    ***OPEN HOUSE***SATURDAY, March 7th, from 2:30-3:30PM***  This cute Oceanview neighborhood home has been totally renovated inside and out.  Be the first to enjoy its new look. Walk to MUNI Metro, 1/2 block to Oceanview Playground, easy freeway access to 280, enjoy close by shopping at Oceanview Village, Stonestown Galleria, Westlake Shopping Center, Century Theatres and more.This home boasts:- Living room with fireplace- Formal dining room- Kitchen with new stainless steel appliances: refrigerator, stove, microwave, dishwasher- 2 Bedrooms- 1 Bath with shower over tub, accessible from both bedrooms in Jack and Jill style design- Hardwood and tile floors- Newly landscaped patio and yard- 3 cars total may be accommodated in garage and on drivewayNo pets and no smokingAvailable nowFor more information and to schedule a viewing, contact:Eugenia ""Genie"" MantzorosRealtor and Leasing Agentshow contact infoGenie @ AzariPM.comCalBRE #00805386Although the information contained herein is not guaranteed, it is deemed to be from reliable sources. Prospective tenants should view property prior to entering into contract for lease or rent.  DetailsBeds/Baths: 2BD/1.0BASquare Feet: 845Rental TermsRent: $3,495.00     Available: Now    Application Fee: $45.00    Security Deposit: $5,242.50","2BR / 1Ba 845ft2 apartment  date=""2016-02-23"" today_msg=""available now"">available feb 23</p>",94112
206,5354931910,20151211,2015,ingleside,san francisco,san francisco,1400,2,1,,0,2451,37.713211,-122.448108,,"2 bedroom 1 bath, kitchen with dinning area, no stove. no living room. Close to CCSF and SFSU.Rent: $1400 not include utilitiesNo pets, no smoking1 year leasePlease call or text Janetiletşm bil gösterI don't check email.","2BR / 1Ba  date=""2015-12-07"" today_msg=""şimdi kul."">kullanılblr ara 07</p>",94112
